,Number of steps,Surface coverage,Schwoebel barrier,Desorption probability,Regime,Growth rate,Rms
28,127.0,0.0174,0.912853,0.00097947,2.0,0.04832709843493755,3.9203232261828895
29,127.0,0.0178,0.302981,0.00603429,2.0,0.06611354149465307,3.904145615831677
30,127.0,0.0176,0.509907,0.00419961,2.0,0.06171608527269721,3.9150360578213252
31,127.0,0.0185,0.646508,2.01e-05,1.0,0.06326025915562929,3.907635665907135
32,127.0,0.0175,0.919572,0.37541331,1.0,0.06722763328441027,3.9001679868259687
33,127.0,0.0188,0.281527,0.00038959,2.0,0.07201889305003527,3.8986029559347095
34,127.0,0.0188,0.387188,0.96027261,0.0,0.0035866161824662512,3.8879701400124076
35,127.0,0.0187,0.40688,1.67e-06,0.0,0.0010279330150726245,3.8861061705758533
36,127.0,0.019,0.621308,7.33e-06,2.0,0.06665996629364633,3.9060267452714137
37,127.0,0.0186,0.768289,0.04486361,0.0,0.0017837101794539966,3.8833885656784255
38,127.0,0.0189,0.875443,0.00526574,1.0,0.05639388192846889,3.9128031260354055
39,127.0,0.0201,0.173289,0.06894694,2.0,0.08421453581607025,3.9173778717720715
40,127.0,0.0202,0.640388,0.00216632,2.0,0.07277539311623084,3.912595348673484
41,127.0,0.0203,0.895446,0.00018387,2.0,0.06357246376682646,3.9266095839711084
42,127.0,0.0215,0.197289,0.01558451,1.0,0.09017935438684398,3.9140835647216545
43,127.0,0.0207,0.337648,9.246e-05,1.0,0.08256194890414309,3.9027288956439685
44,127.0,0.0205,0.610387,0.00341462,0.0,0.0015066385964262565,3.887944716637971
45,127.0,0.0221,0.055622,0.0003057,2.0,0.09546973892968176,3.922474852465566
46,127.0,0.0217,0.104655,0.00071258,1.0,0.09232520501050584,3.915743622912531
47,127.0,0.022,0.662513,9.492e-05,1.0,0.08209122860744462,3.919211472629727
48,127.0,0.0223,0.762819,0.00395433,0.0,0.0015032910049482579,3.884399402069675
49,127.0,0.0226,0.003491,7.892e-05,1.0,0.09955826028095385,3.888388423713388
50,127.0,0.023,0.43515,4.077e-05,1.0,0.09510734268944739,3.9247296326121366
51,127.0,0.0229,0.511556,0.00036451,1.0,0.09219948682423579,3.9170324086452712
52,127.0,0.0242,0.673145,0.00388515,0.0,0.001783076250170793,3.9021473080773137
53,127.0,0.024,0.713487,0.00616795,2.0,0.09117714795704829,3.9216134530798525
54,127.0,0.0244,0.868773,0.00023982,2.0,0.08642843930436289,3.927548168023865
55,127.0,0.0249,0.418596,4.37e-06,2.0,0.10787381097109598,3.914857774961181
56,127.0,0.0248,0.626681,0.06611611,0.0,0.0027319460499042997,3.8869669875559514
57,127.0,0.0245,0.887537,2.518e-05,1.0,0.08559993821747444,3.9313006821281813
58,127.0,0.0258,0.547385,0.00943831,1.0,0.10963108518728358,3.924466438440986
59,127.0,0.0265,0.585966,9.87e-06,0.0,0.001590995677358517,3.882008963209978
60,127.0,0.0258,0.743174,2.24e-06,1.0,0.10104959560205216,3.9281868814922474
61,127.0,0.0269,0.429029,0.01176658,1.0,0.12088653297535527,3.9219381571444023
62,127.0,0.0271,0.576721,0.00166315,0.0,0.0020014148411875506,3.8779921042734298
63,127.0,0.0268,0.82817,1.776e-05,1.0,0.10256863474498333,3.9289873091821677
64,127.0,0.0276,0.046424,4.99e-06,2.0,0.13428621875996488,3.924955322561281
65,127.0,0.028,0.178931,0.04147545,2.0,0.13724001781585957,3.9066665852433555
66,127.0,0.0276,0.693078,1.111e-05,2.0,0.11489531180601421,3.9137444471363376
67,127.0,0.0284,0.846026,4.115e-05,2.0,0.11183321093678818,3.9363377119024325
68,127.0,0.0289,0.235679,0.00551218,2.0,0.14040848534586822,3.9102794910946512
69,127.0,0.0294,0.414809,0.02280691,0.0,0.003076937038766363,3.8946862240754854
70,127.0,0.0289,0.72507,3.884e-05,0.0,0.0016159858369965917,3.892956951498917
71,127.0,0.03,0.235831,0.00636127,2.0,0.14851240374951594,3.9092058067559727
72,127.0,0.03,0.276523,0.00010309,0.0,0.0022720359157194867,3.8938111172483874
73,127.0,0.0297,0.316052,0.00059149,0.0,0.0023500648253860345,3.8848751935831887
74,127.0,0.0296,0.562845,0.00418809,1.0,0.13410860734500268,3.9196461640794498
75,127.0,0.0297,0.944474,0.0647196,0.0,0.002563276374305266,3.8819554633919497
76,127.0,0.0312,0.109772,0.02100383,0.0,0.0035147152558707285,3.8860616526636265
77,127.0,0.0307,0.2265,0.37367065,0.0,0.004989334862711787,3.8776638388585636
78,127.0,0.031,0.606599,0.58482634,2.0,0.17964100073099828,3.90538250320853
79,127.0,0.0306,0.875447,0.00818576,1.0,0.11891923909979725,3.9036771721856636
80,127.0,0.0323,0.060465,7.37e-06,2.0,0.17008952149149276,3.9205117421807905
81,127.0,0.0317,0.390271,0.00022743,2.0,0.15652912907280653,3.9132661997672877
82,127.0,0.0318,0.574133,0.00046103,2.0,0.14942626285831012,3.9312365006055967
83,127.0,0.033,0.247131,1.27e-05,1.0,0.17120116653664813,3.9135965240072625
84,127.0,0.0327,0.30453,2.1e-06,2.0,0.1672750534191076,3.9278793572090587
85,127.0,0.0334,0.406682,5.71e-06,1.0,0.16892616116270723,3.922895525305351
86,127.0,0.0331,0.520052,7.856e-05,0.0,0.0023341053776420907,3.912076734655088
87,127.0,0.033,0.521323,0.97549432,2.0,0.20896259897304345,3.9267430476517005
88,127.0,0.0342,0.487274,0.00019809,0.0,0.0025321137453306847,3.891578557626779
89,127.0,0.0335,0.936642,8.86e-06,2.0,0.14604699715928499,4.198365556933348
90,127.0,0.0346,0.183819,6.7e-06,1.0,0.1854593149079526,3.888416749172035
91,127.0,0.035,0.470349,0.7763332,2.0,0.22349546115530475,3.935106961939716
92,127.0,0.0352,0.480397,0.00020823,1.0,0.17920148754953985,3.892321558213782
93,127.0,0.0354,0.532373,6.897e-05,0.0,0.0025517099452782937,3.8705791176015176
94,127.0,0.0354,0.559597,9.9e-06,2.0,0.17710684061745507,3.941998928359715
95,127.0,0.035,0.845767,0.95030822,2.0,0.22732669619012505,3.9307970417710902
96,127.0,0.0359,0.063112,0.00035943,1.0,0.19907262373943718,3.8958453117613425
97,127.0,0.0363,0.471015,0.10390713,2.0,0.19819830179909576,3.91860184542016
98,127.0,0.0357,0.48622,0.48439954,0.0,0.0058006197648562425,3.890186146595903
99,127.0,0.0365,0.51362,0.00299995,1.0,0.1873623038867472,3.9152604893350897
100,127.0,0.0364,0.767328,0.00128895,0.0,0.0023797705291658698,3.8913649348226675
101,127.0,0.0364,0.841827,0.01891097,2.0,0.15869562132365497,3.927493565935739
102,127.0,0.0366,0.242278,0.00036871,2.0,0.20052449974304734,3.9191616604285953
103,127.0,0.0374,0.451355,0.47470115,0.0,0.0061029595466813545,3.882886856573306
104,127.0,0.0369,0.566981,0.0106267,0.0,0.003327316862501101,3.888556499099141
105,127.0,0.0371,0.583981,0.00257568,1.0,0.18716054755119124,3.9119354249108946
106,127.0,0.0371,0.622318,2.01e-06,0.0,0.002555268846517362,3.905140306960728
107,127.0,0.0378,0.673016,0.35951582,1.0,0.22461285605027445,3.9261416389180366
108,127.0,0.0381,0.799091,0.85291096,0.0,0.006903478772577633,3.8887870774473767
109,127.0,0.0378,0.827788,7.768e-05,1.0,0.17841677206945836,3.9883739674491996
110,127.0,0.0388,0.146712,0.1874997,1.0,0.2393847429370046,3.927429484024216
111,127.0,0.0386,0.293118,7.964e-05,1.0,0.2150057022495103,3.9182229159307136
112,127.0,0.0396,0.24763,0.00129076,2.0,0.22581132716409666,3.9207643054090826
113,127.0,0.0396,0.496652,1.05e-06,1.0,0.21302190396945608,3.9093003733063765
114,127.0,0.0399,0.536183,0.00024191,0.0,0.0030273237311804926,3.900825488550415
115,127.0,0.0402,0.584443,1.675e-05,0.0,0.0029197559412296923,3.89079114476316
116,127.0,0.0399,0.970592,2.559e-05,0.0,0.001385513617067884,3.8932200556480385
117,127.0,0.0408,0.000224,4.079e-05,1.0,0.24313253285933514,3.9098893320193406
118,127.0,0.0414,0.413434,0.00413894,1.0,0.23294312057272687,3.921616775279649
119,127.0,0.0405,0.658663,0.43391146,2.0,0.25593732605870195,3.9111204339887076
120,127.0,0.0415,0.092203,0.05663671,1.0,0.2537950120931464,3.913536208353845
121,127.0,0.0418,0.279252,0.00191372,2.0,0.24374899016177343,3.9269581520234884
122,127.0,0.0416,0.285113,0.00073464,0.0,0.0036377976309105884,3.89211399764791
123,127.0,0.0415,0.451457,2.7e-06,1.0,0.2320297730559858,3.9316791088581686
124,127.0,0.0416,0.693644,0.17064027,2.0,0.23680606319327396,3.9192845281467967
125,127.0,0.0424,0.785684,0.08472094,2.0,0.22041748981086576,3.9373649981183467
126,127.0,0.0423,0.910577,0.08790165,1.0,0.20187216666975105,3.915981734662052
127,127.0,0.0425,0.651108,1.104e-05,2.0,0.22635819682574482,3.9374790267670425
128,127.0,0.0428,0.807946,9.97e-06,2.0,0.21911323035771227,3.9662429691562324
129,127.0,0.0432,0.894621,1.34e-06,0.0,0.0021901589440882032,3.8762258587207605
130,127.0,0.0441,0.220063,0.0471857,0.0,0.005358726568194207,3.8929888522028646
131,127.0,0.0444,0.509147,0.00376671,0.0,0.0038392425626081503,3.882595801141966
132,127.0,0.0442,0.799125,1.922e-05,1.0,0.22993500378667092,3.9696391056433193
133,127.0,0.0454,0.363807,0.14692892,0.0,0.006198627260614031,3.881382260200133
134,127.0,0.0452,0.625254,1.595e-05,2.0,0.2517114978490001,3.942527562654124
135,127.0,0.0447,0.920306,0.05072321,2.0,0.20763469506978294,3.926688123340463
136,127.0,0.0457,0.219347,9.53e-05,0.0,0.004067067849740304,3.8861805173413377
137,127.0,0.0457,0.542963,0.00151039,2.0,0.26189348092927184,3.9346448514261354
138,127.0,0.0463,0.642599,0.00264474,1.0,0.2569895930609967,3.9341063066037725
139,127.0,0.0468,0.734781,0.03848111,2.0,0.25312560501321063,3.9265225456995023
140,127.0,0.0475,0.11393,0.00732234,1.0,0.3029138548381127,3.924098898782215
141,127.0,0.0476,0.301846,0.00046655,0.0,0.004193108561435141,3.863497571263903
142,127.0,0.048,0.506944,3.6e-06,1.0,0.28465932729292887,3.928723457984846
143,127.0,0.0483,0.606798,3.047e-05,2.0,0.28044985890736035,3.9181598503515334
144,127.0,0.048,0.615449,0.000978,0.0,0.003715793175878015,3.8788166439558784
145,127.0,0.0489,0.336828,4.904e-05,0.0,0.004245568990012263,3.8525506330869694
146,127.0,0.0486,0.517649,0.06235915,0.0,0.005598896793999376,3.8824169591252065
147,127.0,0.0491,0.897889,0.00018783,2.0,0.28241227041528105,4.305174229580855
148,127.0,0.0497,0.209368,0.00111089,1.0,0.3200533786250968,3.9251288190777296
149,127.0,0.0496,0.984183,0.00755746,2.0,0.24005135850378098,4.498835609939678
150,127.0,0.0507,0.113961,0.00577393,0.0,0.005172495939293649,3.8819967953975603
151,127.0,0.0507,0.354824,1.233e-05,0.0,0.004392462638654757,3.8863620402553125
152,127.0,0.0507,0.497986,8.29e-06,0.0,0.0041027569562283265,3.882165699828616
153,127.0,0.0511,0.721034,0.03149339,2.0,0.29040288230073,3.9288390974538636
154,127.0,0.0506,0.840271,0.00014111,2.0,0.28976104558383065,4.061371107723844
155,127.0,0.0508,0.946677,0.00012661,2.0,0.3394229989010113,4.992337504840965
156,127.0,0.0525,0.058711,0.00071476,0.0,0.005088061007396784,3.8849803508843097
157,127.0,0.0518,0.58281,5.39e-05,1.0,0.31320972275803455,3.9263913725064716
158,127.0,0.052,0.583323,0.24172444,2.0,0.3532363068605651,3.926122613064709
159,127.0,0.0518,0.744271,0.02161966,2.0,0.29075404575892855,3.92196200653865
160,127.0,0.0521,0.944279,0.00248024,0.0,0.0027220700989658854,3.8761914700618068
161,127.0,0.0532,0.013288,0.07029853,0.0,0.00705973678010542,3.8903451135632623
162,127.0,0.0527,0.713941,0.09537084,1.0,0.31960443435535485,3.930628091205373
163,127.0,0.0535,0.869239,6.918e-05,2.0,0.32300547608133656,4.1954349668131945
164,127.0,0.0545,0.498046,0.00424287,2.0,0.34783882163356417,3.94316737120538
165,127.0,0.054,0.563523,0.40450581,2.0,0.3954048156738281,3.927182560547624
166,127.0,0.0555,0.550945,0.06167964,0.0,0.006287555305325218,3.8746710261373165
167,127.0,0.0555,0.928254,0.41500961,1.0,0.3875271432948877,3.939186077554241
168,127.0,0.0569,0.269527,0.00016045,0.0,0.0052009560276398146,3.8665740625879472
169,127.0,0.0566,0.327938,0.00420478,2.0,0.3830919293550986,3.9300770276455386
170,127.0,0.0574,0.383519,0.03097702,0.0,0.006337335436406669,3.886527736236206
171,127.0,0.0574,0.849488,1.62e-05,2.0,0.3606737876424984,4.129727807992362
172,127.0,0.0565,0.968705,0.07592195,1.0,0.2898652101744716,3.937283082750728
173,127.0,0.0576,0.301134,5.191e-05,1.0,0.393441136307341,3.9388668669379023
174,127.0,0.058,0.452354,0.85749831,1.0,0.47497297236940256,3.9283494550943545
175,127.0,0.0581,0.459059,1.28e-06,1.0,0.3846283070200039,3.9450359843789014
176,127.0,0.0581,0.469343,7.851e-05,2.0,0.3873478970096688,3.9434930631892096
177,127.0,0.0579,0.600057,0.87782748,0.0,0.01051669774180595,3.88254747840715
178,127.0,0.058,0.767982,1.81e-06,0.0,0.004000694341631703,3.8807524511323273
179,127.0,0.0581,0.822007,7.39e-06,1.0,0.3573061328587657,4.08730208194843
180,127.0,0.0581,0.887813,0.00022756,0.0,0.003341363400829041,3.89789655233739
181,127.0,0.0578,0.929591,0.00557155,2.0,0.33845558945013554,4.25839577514115
182,127.0,0.0591,0.180812,1.413e-05,2.0,0.4208600680960163,3.9073197076679085
183,127.0,0.0587,0.401462,0.05143716,2.0,0.4066062460140306,3.9342776735706075
184,127.0,0.0595,0.418963,5.842e-05,0.0,0.0051643438311429115,3.8798111647975433
185,127.0,0.059,0.546783,0.04068444,0.0,0.006339092643893456,3.8913261811432065
186,127.0,0.0585,0.58164,0.00044985,2.0,0.3805932247951496,3.9524499805406195
187,127.0,0.059,0.742972,0.14115945,1.0,0.38589857896632423,3.926348879157117
188,127.0,0.0605,0.473624,3.35e-06,2.0,0.41134002952464466,3.9320343182947917
189,127.0,0.0597,0.515024,0.0945941,2.0,0.4143611807864887,3.9253259588427567
190,127.0,0.0601,0.638954,0.00160273,2.0,0.3883739059937591,3.979208735268726
191,127.0,0.0604,0.710335,6.97e-06,0.0,0.004415962508398968,3.9102239361397952
192,127.0,0.0605,0.808622,0.05167474,2.0,0.3628471085350993,3.940663995450754
193,127.0,0.0597,0.887797,0.59479309,2.0,0.46545353436261505,3.929034336192518
194,127.0,0.0596,0.930307,0.55681362,1.0,0.4556327352718431,3.9274618364048517
195,127.0,0.0606,0.304582,1.158e-05,2.0,0.42810948319059766,3.9501186579872685
196,127.0,0.0609,0.416916,0.27619842,1.0,0.46532486896125635,3.9299478684187386
197,127.0,0.0609,0.436754,5.13e-06,2.0,0.41890944544845005,3.939037811476673
198,127.0,0.0614,0.625701,0.0013821,0.0,0.004916299536346307,3.886092113852508
199,127.0,0.0613,0.941541,0.00391947,0.0,0.0034370422363280886,3.8952071093252303
200,127.0,0.062,0.164101,0.00020921,0.0,0.005880294666345854,3.868857794543121
201,127.0,0.0622,0.304655,4.99e-06,2.0,0.44610028503240023,3.9391246861050413
202,127.0,0.0625,0.370416,0.0014363,2.0,0.4430961608886719,3.955230726775215
203,127.0,0.0621,0.521954,3.01e-06,2.0,0.4235099369860947,3.9543470463888313
204,127.0,0.0621,0.961751,0.00022605,2.0,0.5616976457156523,5.96061646264141
205,127.0,0.0626,0.102472,9.271e-05,1.0,0.4596726553780692,3.9425520012955584
206,127.0,0.0634,0.400596,0.01447925,2.0,0.45127527220256125,3.9252425662245325
207,127.0,0.0632,0.997385,9.2e-06,0.0,0.0015816090753404761,3.895872801034886
208,127.0,0.0635,0.074771,2.976e-05,2.0,0.4764230133145613,3.9360605264766115
209,127.0,0.0639,0.330591,6.59e-06,0.0,0.00576915685358961,3.8677290823720214
210,127.0,0.0642,0.339686,0.00148433,1.0,0.45990813230286537,3.9361811914119675
211,127.0,0.0636,0.528559,0.03094353,2.0,0.44019137457577895,3.9115852963470426
212,127.0,0.0638,0.656779,3.37e-06,2.0,0.4274759876484774,3.9880173734182676
213,127.0,0.064,0.851425,0.00015891,1.0,0.42055180051931484,4.174943124557881
214,127.0,0.0643,0.918476,0.82558746,1.0,0.5456761285097884,3.933790315108377
215,127.0,0.0653,0.046025,0.06344773,2.0,0.5099522337621573,3.9243286042973224
216,127.0,0.0648,0.244018,0.00196308,2.0,0.480318163991322,3.911349566155946
217,127.0,0.0649,0.484418,2.21e-06,0.0,0.0055813692053969625,3.8924939057822328
218,127.0,0.0652,0.610083,0.00050466,2.0,0.44565502200112744,3.940529206927174
219,127.0,0.0651,0.672179,1.25e-06,0.0,0.005004538043942428,3.878174720797954
220,127.0,0.0652,0.865133,0.01373949,1.0,0.3811948236849148,3.9686116749989746
221,127.0,0.065,0.872708,7.863e-05,2.0,0.4612379602371082,4.362321761468683
222,127.0,0.0651,0.895927,0.3168485,0.0,0.00857162475585934,3.8918380818251452
223,127.0,0.0646,0.984676,1.825e-05,0.0,0.002319980988349544,3.886665236307832
224,127.0,0.0663,0.039733,0.00149302,2.0,0.5118174539015522,3.9337122492551084
225,127.0,0.0657,0.115418,0.0018199,1.0,0.4940176315974911,3.9221759586379026
226,127.0,0.0659,0.284665,2.06e-06,0.0,0.006077224242096354,3.8999359741042205
227,127.0,0.0657,0.307905,4.61e-06,0.0,0.006041724202236661,3.8731585487184477
228,127.0,0.0661,0.532066,0.92327579,1.0,0.5775198088442967,3.9363761009887224
229,127.0,0.0661,0.599,0.20579936,0.0,0.008812039656124692,3.893520057113065
230,127.0,0.0658,0.891127,5.029e-05,0.0,0.003831679897475136,3.8836295510332186
231,127.0,0.0666,0.590546,0.00150204,0.0,0.005489138055473267,3.8981098521363364
232,127.0,0.0668,0.777855,1.363e-05,2.0,0.4527199414311623,4.039829959909816
233,127.0,0.0668,0.815653,4.533e-05,2.0,0.4618356109708113,4.129654463557989
234,127.0,0.0677,0.013988,0.00552619,1.0,0.5232015893341153,3.9298836292045918
235,127.0,0.0679,0.143599,0.00215202,0.0,0.006658392814436002,3.890943847317445
236,127.0,0.0684,0.587954,1.63e-06,0.0,0.0055558340890066605,3.9030030529312207
237,127.0,0.0681,0.745273,1.43e-06,0.0,0.004932125525293783,3.8631499541388137
238,127.0,0.0681,0.947213,3.03e-06,0.0,0.003338115903448396,3.88471337889687
239,127.0,0.069,0.011119,0.04968593,0.0,0.008775327365530437,3.88392332129494
240,127.0,0.0689,0.400842,0.00334119,1.0,0.5052322966016763,3.945650967453359
241,127.0,0.0697,0.33952,0.02262034,0.0,0.007529600716193248,3.886673431889311
242,127.0,0.0702,0.83714,0.00094482,0.0,0.004635635687380384,3.892924016950669
243,127.0,0.0695,0.838718,0.59708021,2.0,0.5868570978370422,3.939607167820928
244,127.0,0.0695,0.88843,1.85e-06,2.0,0.5454095334422832,4.634419719017825
245,127.0,0.07,0.899142,0.0335585,2.0,0.41637917788313705,3.9408690272994917
246,127.0,0.0706,0.092843,0.02648912,2.0,0.5642107971903186,3.9324282476566803
247,127.0,0.0712,0.806821,0.00014038,0.0,0.004830040667564421,3.8605293753979644
248,127.0,0.0712,0.823937,0.03078791,0.0,0.006253045084872636,3.8785922689712633
249,127.0,0.0717,0.110672,0.21702697,1.0,0.6067510109948695,3.933195156591938
250,127.0,0.0719,0.245386,0.0331825,0.0,0.008335335956718027,3.896628497100185
251,127.0,0.0724,0.561372,1.591e-05,1.0,0.5223665932524656,3.947910885552075
252,127.0,0.073,0.600271,0.05386682,2.0,0.5377250649143586,3.9382273405334725
253,127.0,0.0735,0.661682,0.00521545,0.0,0.006148235443382114,3.8849360885527098
254,127.0,0.073,0.690608,1.81e-06,0.0,0.005596472292530256,3.8912161737021203
255,127.0,0.0743,0.248791,0.63228962,2.0,0.6752451348930336,3.9251546510918445
256,127.0,0.0744,0.419307,0.28203239,2.0,0.6314493852176054,3.932640383701394
257,127.0,0.075,0.06787,0.00057688,1.0,0.6070681980678013,3.9172470318745694
258,127.0,0.0749,0.158438,0.0284993,2.0,0.6135401934298412,3.9291944150988907
259,127.0,0.0753,0.26394,4.18e-06,2.0,0.6051328898171294,3.9393290547394826
260,127.0,0.0749,0.294764,0.20932626,1.0,0.6327077014800758,3.9224762634337043
261,127.0,0.0746,0.853808,0.00095666,2.0,0.5683228628976005,4.282204026927193
262,127.0,0.0756,0.025531,0.00013792,1.0,0.6166622284202464,3.9447758214107624
263,127.0,0.0763,0.037962,1.35e-06,1.0,0.6247040551188389,3.9244601879834624
264,127.0,0.0759,0.408959,0.0334076,1.0,0.5909770487348818,3.935610697967249
265,127.0,0.0763,0.523878,1.28e-06,2.0,0.5868832891258484,3.9642472675760274
266,127.0,0.0759,0.606108,0.20967331,1.0,0.6106726198780293,3.9249418417782715
267,127.0,0.0764,0.824261,4.28e-05,1.0,0.5516530584663414,4.136791699613242
268,127.0,0.0756,0.884929,4.741e-05,0.0,0.004587924167644139,3.901981239752709
269,127.0,0.077,0.094401,0.01913853,2.0,0.6446182762568615,3.916641525041358
270,127.0,0.077,0.256728,0.23751591,1.0,0.6676708699662901,3.9298463940752586
271,127.0,0.0774,0.884118,6.97e-05,0.0,0.0046940572755329426,3.887445828300197
272,127.0,0.078,0.244861,2.399e-05,0.0,0.007453529202208187,3.876515313927132
273,127.0,0.0783,0.800162,0.55188238,1.0,0.6926457263290361,3.9320189541580657
274,127.0,0.0789,0.458548,0.00350582,1.0,0.6119271992941987,3.919554643254101
275,127.0,0.0789,0.859581,0.0521565,1.0,0.522000004181709,3.9608680652599526
276,127.0,0.0802,0.194112,0.00011185,0.0,0.007746259950687828,3.8755471195491396
277,127.0,0.0807,0.539239,0.19642263,1.0,0.676559793010745,3.9255570852107446
278,127.0,0.0822,0.032676,0.01574634,1.0,0.7041567365907719,3.9304607024066427
279,127.0,0.0816,0.039229,0.00066249,1.0,0.6913531778852724,3.9337560728800005
280,127.0,0.082,0.365884,4.099e-05,1.0,0.6642203150268199,3.9460197273462527
281,127.0,0.0819,0.862955,0.06462759,0.0,0.007797730559857833,3.8756841400256756
282,127.0,0.0815,0.934927,0.00013325,0.0,0.004386045494858063,3.9066254093707053
283,127.0,0.0834,0.059233,0.00155419,2.0,0.7317389440953558,3.9486313734505907
284,127.0,0.0828,0.080712,1.51e-06,2.0,0.7215580620501549,3.9514834305984117
285,127.0,0.0828,0.269515,0.05208607,1.0,0.7004693701385409,3.933546802896466
286,127.0,0.0829,0.763638,1.43e-06,1.0,0.6215007659645192,4.034560150168324
287,127.0,0.0834,0.906427,1.22e-06,0.0,0.004902831319469713,3.9102831664998408
288,127.0,0.084,0.6792,0.00441349,1.0,0.6309265937471529,3.9610796023655315
289,127.0,0.0837,0.748321,0.26725866,1.0,0.7012204206372141,3.9357687954151497
290,127.0,0.0854,0.508541,0.01911289,1.0,0.6839699481041022,3.9269991196058203
291,127.0,0.0852,0.527314,0.38252154,1.0,0.7774523298524907,3.9390627569456513
292,127.0,0.0846,0.632822,0.02287106,2.0,0.6613808456732302,3.944242534748715
293,127.0,0.0845,0.74712,0.3412874,1.0,0.7332254081703831,3.925091022121392
294,127.0,0.085,0.955079,0.01101636,1.0,0.5498560802582054,4.164641728354499
295,127.0,0.0855,0.005809,0.39247676,2.0,0.8230366275887447,3.928303767228912
296,127.0,0.0863,0.477988,0.0052561,0.0,0.007975764594342164,3.8791382746933554
297,127.0,0.0857,0.641841,2.34e-06,1.0,0.6637574465559801,3.9765969220253163
298,127.0,0.0872,0.380751,0.02330297,0.0,0.009368507229551938,3.893014802889649
299,127.0,0.0874,0.671733,1.56e-06,1.0,0.6790875248589252,3.983411566897056
300,127.0,0.087,0.695155,2.413e-05,1.0,0.6716861891677012,3.988818310031644
301,127.0,0.0866,0.725682,0.00790627,0.0,0.007125643182426394,3.873801189650204
302,127.0,0.0885,0.144192,2.3e-06,0.0,0.008736746651785676,3.8810091325153464
303,127.0,0.0885,0.320121,2.297e-05,2.0,0.7753379755047946,3.9618482988152732
304,127.0,0.0882,0.483781,0.02696511,2.0,0.7431353021293617,3.9444724939494695
305,127.0,0.0883,0.728941,0.04425083,2.0,0.6841753634349945,3.935707959593914
306,127.0,0.0887,0.386477,0.00102307,1.0,0.7461234334606471,3.969564949655623
307,127.0,0.0893,0.441955,0.03854231,2.0,0.7686880017161022,3.9310862716166066
308,127.0,0.0893,0.457353,0.00040405,0.0,0.008012855018193064,3.912600983309881
309,127.0,0.0886,0.740186,0.5953322,0.0,0.01425848201829556,3.8955415525104415
310,127.0,0.0886,0.995011,2.994e-05,2.0,0.8962199931242028,7.086464274914744
311,127.0,0.0902,0.269893,0.00308133,0.0,0.008799227611664047,3.8942864629262774
312,127.0,0.0898,0.522841,0.3740693,1.0,0.838671737092577,3.9264886900834424
313,127.0,0.0911,0.603949,7.411e-05,0.0,0.007557471361521693,3.8824300333953445
314,127.0,0.0924,0.310243,1.418e-05,2.0,0.8329536838364671,3.946850060622136
315,127.0,0.0917,0.490042,7.56e-06,2.0,0.7945980705950768,3.9570780465983737
316,127.0,0.0917,0.887922,3.21e-06,1.0,0.7402811745512937,4.3630560963214995
317,127.0,0.092,0.925003,5.36e-06,1.0,0.7627744980525692,4.663614651957628
318,127.0,0.0929,0.355444,1.391e-05,1.0,0.805182087178133,3.959708362461852
319,127.0,0.0929,0.503489,0.31590965,1.0,0.8720403954864591,3.9297403227135996
320,127.0,0.0935,0.653818,0.0013432,2.0,0.789873295553224,3.986751186981978
321,127.0,0.0928,0.916497,0.00114506,2.0,0.9675757182930371,5.153793852537707
322,127.0,0.0943,0.226639,3.222e-05,0.0,0.009156051947146006,3.8776989977837992
323,127.0,0.0937,0.358945,0.47233127,1.0,0.9244946627158118,3.930421660416461
324,127.0,0.0942,0.923684,1.994e-05,1.0,0.7856786633371959,4.627628475583679
325,127.0,0.0946,0.114864,2.07e-06,2.0,0.8915402937908562,3.9533413401954016
326,127.0,0.0947,0.217941,0.06594242,0.0,0.011919738947476275,3.874817075584113
327,127.0,0.0954,0.263035,0.00758699,1.0,0.8543628770477918,3.9289785045210968
328,127.0,0.0945,0.357698,0.22957904,2.0,0.9044375850577396,3.932503827638028
329,127.0,0.0947,0.533921,0.22815371,0.0,0.013107778032041465,3.859715441644028
330,127.0,0.0946,0.563756,0.14474172,2.0,0.8502554045474217,3.9349074132823176
331,127.0,0.095,0.701706,0.06644391,1.0,0.771987303352912,3.945566539063753
332,127.0,0.0955,0.095768,0.00658951,1.0,0.8766266625407139,3.9292079350822227
333,127.0,0.096,0.361156,0.1345327,1.0,0.88923792936364,3.9327666811055324
334,127.0,0.0959,0.550593,0.0031298,2.0,0.8396479437024531,3.973170111377685
335,127.0,0.096,0.684964,0.22377335,0.0,0.012620319777952995,3.8842893797773934
336,127.0,0.0959,0.76092,0.13646176,1.0,0.8005848208947363,3.9333102611277844
337,127.0,0.096,0.878973,0.00111071,1.0,0.7706755145993247,4.22659620327417
338,127.0,0.0965,0.577272,2.826e-05,2.0,0.8493672807432124,3.9813757657653714
339,127.0,0.0968,0.773932,0.08212333,2.0,0.7952187207280373,3.9407710364251045
340,127.0,0.0983,0.017655,0.02383841,0.0,0.011506272474461288,3.892577133215469
341,127.0,0.0984,0.236161,8.027e-05,1.0,0.8993861918546715,3.934246703189995
342,127.0,0.0978,0.719506,1.099e-05,1.0,0.798724349664182,4.024907821563091
343,127.0,0.0975,0.746572,0.00373531,0.0,0.007569349194407079,3.88251216310935
344,127.0,0.098,0.954385,0.01801128,2.0,0.7347661454893062,4.255380400546422
345,127.0,0.0989,0.076789,4.3e-06,2.0,0.9620598217488725,3.9335989069066195
